Device_id,Name,Type,Accelerator Core,Start Time(us),Duration(us),Wait Time(us),Block Dim
0,aclnnTriu_Triu_Triu,N/A,N/A,1780496172767667.270	,27.180,0.000000,0
0,aclnnFlashAttentionScore_FlashAttentionScore_FlashAttentionScore,N/A,N/A,1780496172767695.570	,51.440,1.070000,0
0,aclnnInplaceCopy_TransposeAiCore_Transpose,N/A,N/A,1780496172767747.910	,15.760,1.060000,0
0,aclnnMatmul_MatMulCommon_MatMulV2,N/A,N/A,1780496172767769.670	,10.060,5.990000,0
0,aclnnAdd_AddAiCore_Add,N/A,N/A,1780496172767788.250	,8.140,8.440000,0
0,aclnnCast_CastAiCore_Cast,N/A,N/A,1780496172767812.850	,6.740,16.360000,0
0,aclnnPowTensorScalar_PowsAiCore_Pows,N/A,N/A,1780496172767827.670	,12.780,8.260000,0
0,aclnnMean_ReduceMeanAiCore_ReduceMean,N/A,N/A,1780496172767850.910	,13.940,10.470000,0
0,aclnnAdds_AddAiCore_Add,N/A,N/A,1780496172767866.050	,1.100,1.060000,0
0,aclnnRsqrt_RsqrtAiCore_Rsqrt,N/A,N/A,1780496172767873.890	,0.920,6.900000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172767880.070	,14.720,5.080000,0
0,aclnnCast_CastAiCore_Cast,N/A,N/A,1780496172767902.270	,7.100,7.530000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172767909.930	,9.540,0.650000,0
0,aclnnMatmul_MatMulCommon_MatMulV2,N/A,N/A,1780496172767949.610	,28.600,29.960000,0
0,aclnnSilu_SiluAiCore_Swish,N/A,N/A,1780496172767978.230	,9.520,0.150000,0
0,aclnnMatmul_MatMulCommon_MatMulV2,N/A,N/A,1780496172767987.770	,28.360,0.000000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172768016.150	,9.720,0.140000,0
0,aclnnMatmul_MatMulCommon_MatMulV2,N/A,N/A,1780496172768025.890	,26.540,0.030000,0
0,aclnnAdd_AddAiCore_Add,N/A,N/A,1780496172768052.450	,8.020,0.000000,0
0,aclnnCast_CastAiCore_Cast,N/A,N/A,1780496172768065.430	,6.780,4.980000,0
0,aclnnPowTensorScalar_PowsAiCore_Pows,N/A,N/A,1780496172768072.230	,12.420,0.000000,0
0,aclnnMean_ReduceMeanAiCore_ReduceMean,N/A,N/A,1780496172768096.010	,13.380,11.330000,0
0,aclnnAdds_AddAiCore_Add,N/A,N/A,1780496172768110.550	,1.080,1.120000,0
0,aclnnRsqrt_RsqrtAiCore_Rsqrt,N/A,N/A,1780496172768111.670	,0.940,0.170000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172768124.250	,13.800,11.560000,0
0,aclnnCast_CastAiCore_Cast,N/A,N/A,1780496172768138.070	,6.960,0.000000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172768145.050	,9.240,0.040000,0
0,aclnnAddmm_MatMulCommon_MatMulV2,N/A,N/A,1780496172768184.870	,11.500,30.510000,0
0,aclnnAddmm_MatMulCommon_MatMulV2,N/A,N/A,1780496172768218.890	,6.320,22.750000,0
0,aclnnAddmm_MatMulCommon_MatMulV2,N/A,N/A,1780496172768253.850	,4.680,28.430000,0
0,aclnnMul_TransposeAiCore_Transpose,N/A,N/A,1780496172768278.530	,14.780,20.070000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172768293.330	,9.620,0.000000,0
0,aclnnNeg_SliceAiCore_Slice,N/A,N/A,1780496172768311.170	,3.840,8.380000,0
0,aclnnNeg_TransposeAiCore_Transpose,N/A,N/A,1780496172768319.010	,17.100,3.910000,0
0,aclnnNeg_NegAiCore_Neg,N/A,N/A,1780496172768336.130	,7.900,0.150000,0
0,aclnnCat_SliceAiCore_Slice,N/A,N/A,1780496172768344.050	,3.800,0.000000,0
0,aclnnCat_TransposeAiCore_Transpose,N/A,N/A,1780496172768347.870	,20.020,0.000000,0
0,aclnnCat_ConcatD_ConcatD,N/A,N/A,1780496172768367.910	,3.960,0.230000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172768371.910	,7.560,0.040000,0
0,aclnnAdd_AddAiCore_Add,N/A,N/A,1780496172768379.490	,8.120,0.000000,0
0,aclnnMul_TransposeAiCore_Transpose,N/A,N/A,1780496172768387.630	,17.460,0.130000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172768405.110	,7.140,0.000000,0
0,aclnnNeg_SliceAiCore_Slice,N/A,N/A,1780496172768412.270	,2.400,0.110000,0
0,aclnnNeg_TransposeAiCore_Transpose,N/A,N/A,1780496172768414.690	,12.920,0.100000,0
0,aclnnNeg_NegAiCore_Neg,N/A,N/A,1780496172768427.630	,1.640,0.080000,0
0,aclnnCat_SliceAiCore_Slice,N/A,N/A,1780496172768429.290	,2.620,0.000000,0
0,aclnnCat_TransposeAiCore_Transpose,N/A,N/A,1780496172768431.950	,13.780,0.130000,0
0,aclnnCat_ConcatD_ConcatD,N/A,N/A,1780496172768445.750	,2.660,0.000000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172768448.430	,3.460,0.090000,0
0,aclnnAdd_AddAiCore_Add,N/A,N/A,1780496172768455.730	,1.640,3.790000,0
0,aclnnCat_TransposeAiCore_Transpose,N/A,N/A,1780496172768516.690	,14.880,59.360000,0
0,aclnnInplaceCopy_BroadcastToAiCore_BroadcastTo,N/A,N/A,1780496172768579.630	,11.940,48.120000,0
0,aclnnInplaceCopy_BroadcastToAiCore_BroadcastTo,N/A,N/A,1780496172768620.770	,6.600,29.060000,0
0,aclnnInplaceOne_OnesLikeAiCore_OnesLike,N/A,N/A,1780496172768642.210	,18.880,14.900000,0
0,aclnnTriu_Triu_Triu,N/A,N/A,1780496172768661.130	,27.340,0.120000,0
0,aclnnFlashAttentionScore_FlashAttentionScore_FlashAttentionScore,N/A,N/A,1780496172768689.890	,52.400,1.410000,0
0,aclnnInplaceCopy_TransposeAiCore_Transpose,N/A,N/A,1780496172768743.430	,15.120,1.100000,0
0,aclnnMatmul_MatMulCommon_MatMulV2,N/A,N/A,1780496172768758.590	,9.900,0.000000,0
0,aclnnAdd_AddAiCore_Add,N/A,N/A,1780496172768774.330	,8.040,5.850000,0
0,aclnnCast_CastAiCore_Cast,N/A,N/A,1780496172768795.370	,6.860,12.960000,0
